event_id,customer_id,event_type,event_time
2009,150,login,2025-02-11 20:00:00
3462,356,login,2025-02-11 21:00:00
4134,452,logout,2025-02-11 22:00:00
1446,68,purchase,2025-02-11 22:00:00
3856,414,login,2025-02-12 00:00:00
2073,159,logout,2025-02-12 04:00:00
4046,442,signup,2025-02-12 06:00:00
2672,246,purchase,2025-02-12 06:00:00
2256,185,logout,2025-02-12 06:00:00
2658,243,login,2025-02-12 07:00:00
1005,1,logout,2025-02-12 08:00:00
3818,409,signup,2025-02-12 11:00:00
1274,42,logout,2025-02-12 15:00:00
3538,367,purchase,2025-02-12 18:00:00
3654,384,purchase,2025-02-12 22:00:00
2452,212,logout,2025-02-13 01:00:00
3986,431,login,2025-02-13 03:00:00
4195,461,logout,2025-02-13 03:00:00
1367,57,logout,2025-02-13 04:00:00
1725,111,login,2025-02-13 04:00:00
4438,497,logout,2025-02-13 05:00:00
2535,225,signup,2025-02-13 05:00:00
1250,38,login,2025-02-13 08:00:00
3507,362,signup,2025-02-13 09:00:00
3545,368,signup,2025-02-13 11:00:00
1737,112,login,2025-02-13 17:00:00
2747,257,logout,2025-02-13 17:00:00
2724,253,login,2025-02-13 19:00:00
3124,306,purchase,2025-02-13 20:00:00
1683,105,login,2025-02-13 20:00:00
1518,81,purchase,2025-02-13 22:00:00
3273,327,signup,2025-02-14 03:00:00
2767,260,signup,2025-02-14 03:00:00
2453,212,login,2025-02-14 04:00:00
3652,384,login,2025-02-14 07:00:00
3085,301,logout,2025-02-14 07:00:00
1613,94,logout,2025-02-14 08:00:00
2315,195,signup,2025-02-14 09:00:00
1312,50,signup,2025-02-14 11:00:00
4023,438,signup,2025-02-14 11:00:00
4399,491,purchase,2025-02-14 12:00:00
3235,321,logout,2025-02-14 14:00:00
4219,464,purchase,2025-02-14 16:00:00
4122,451,logout,2025-02-14 17:00:00
3128,307,logout,2025-02-14 18:00:00
2786,262,login,2025-02-15 01:00:00
3909,421,signup,2025-02-15 02:00:00
3961,428,login,2025-02-15 03:00:00
3899,419,logout,2025-02-15 03:00:00
1992,148,signup,2025-02-15 04:00:00
3600,376,logout,2025-02-15 08:00:00
4247,470,signup,2025-02-15 08:00:00
3670,386,logout,2025-02-15 14:00:00
1582,89,logout,2025-02-15 16:00:00
2369,201,logout,2025-02-15 19:00:00
1242,38,login,2025-02-15 20:00:00
1651,98,purchase,2025-02-15 21:00:00
3570,372,signup,2025-02-16 05:00:00
2046,156,login,2025-02-16 11:00:00
3865,416,signup,2025-02-16 12:00:00
2561,228,logout,2025-02-16 17:00:00
2951,284,logout,2025-02-16 23:00:00
2502,218,login,2025-02-17 00:00:00
3627,381,signup,2025-02-17 01:00:00
3154,311,purchase,2025-02-17 03:00:00
2976,288,purchase,2025-02-17 04:00:00
2694,249,signup,2025-02-17 05:00:00
3679,388,logout,2025-02-17 07:00:00
2604,235,signup,2025-02-17 07:00:00
3310,333,purchase,2025-02-17 08:00:00
4243,469,signup,2025-02-17 08:00:00
4400,491,login,2025-02-17 12:00:00
1314,50,login,2025-02-17 12:00:00
1427,65,purchase,2025-02-17 15:00:00
1357,56,login,2025-02-17 16:00:00
2166,173,purchase,2025-02-17 19:00:00
3660,385,login,2025-02-17 21:00:00
2321,195,logout,2025-02-17 21:00:00
1707,107,purchase,2025-02-17 23:00:00
2670,245,login,2025-02-18 04:00:00
1658,100,logout,2025-02-18 07:00:00
1939,140,signup,2025-02-18 07:00:00
1450,69,signup,2025-02-18 08:00:00
3301,332,signup,2025-02-18 09:00:00
2104,166,signup,2025-02-18 12:00:00
1934,139,logout,2025-02-18 15:00:00
2733,254,purchase,2025-02-18 21:00:00
2435,210,login,2025-02-18 23:00:00
3380,342,login,2025-02-19 00:00:00
4078,446,signup,2025-02-19 02:00:00
2171,174,login,2025-02-19 05:00:00
2768,260,login,2025-02-19 06:00:00
2341,198,signup,2025-02-19 06:00:00
2845,270,purchase,2025-02-19 07:00:00
3262,325,signup,2025-02-19 09:00:00
3778,403,purchase,2025-02-19 10:00:00
1138,25,login,2025-02-19 10:00:00
1257,40,signup,2025-02-19 10:00:00
1999,149,logout,2025-02-19 11:00:00
3732,396,signup,2025-02-19 11:00:00
3929,423,login,2025-02-19 12:00:00
1320,51,purchase,2025-02-19 15:00:00
2218,181,logout,2025-02-19 16:00:00
1734,112,logout,2025-02-19 19:00:00
1507,79,purchase,2025-02-19 20:00:00
1494,77,logout,2025-02-19 21:00:00
2854,271,logout,2025-02-19 22:00:00
2550,227,logout,2025-02-19 23:00:00
1611,94,logout,2025-02-20 00:00:00
2756,258,purchase,2025-02-20 00:00:00
3056,298,purchase,2025-02-20 05:00:00
4443,498,login,2025-02-20 07:00:00
4339,483,login,2025-02-20 08:00:00
3926,422,purchase,2025-02-20 08:00:00
2202,179,login,2025-02-20 12:00:00
1225,36,logout,2025-02-20 14:00:00
3263,325,login,2025-02-20 14:00:00
2185,176,logout,2025-02-20 21:00:00
4346,484,login,2025-02-21 00:00:00
4228,465,logout,2025-02-21 01:00:00
3428,350,login,2025-02-21 03:00:00
3239,321,purchase,2025-02-21 04:00:00
2392,205,signup,2025-02-21 06:00:00
3613,379,purchase,2025-02-21 06:00:00
2033,154,purchase,2025-02-21 07:00:00
1177,30,signup,2025-02-21 07:00:00
1407,63,signup,2025-02-21 09:00:00
3546,368,purchase,2025-02-21 09:00:00
2134,170,login,2025-02-21 09:00:00
1913,136,logout,2025-02-21 10:00:00
4035,440,signup,2025-02-21 10:00:00
1458,69,logout,2025-02-21 11:00:00
2675,246,login,2025-02-21 15:00:00
2751,258,logout,2025-02-21 20:00:00
1731,111,logout,2025-02-21 21:00:00
1116,22,purchase,2025-02-22 03:00:00
4340,483,logout,2025-02-22 03:00:00
4051,442,purchase,2025-02-22 04:00:00
2852,271,purchase,2025-02-22 04:00:00
2662,243,login,2025-02-22 05:00:00
2584,232,login,2025-02-22 06:00:00
3576,373,logout,2025-02-22 08:00:00
3657,384,purchase,2025-02-22 13:00:00
4368,487,purchase,2025-02-22 13:00:00
4019,437,purchase,2025-02-22 15:00:00
2084,161,purchase,2025-02-22 18:00:00
3122,306,login,2025-02-22 21:00:00
2386,204,purchase,2025-02-23 03:00:00
4115,450,login,2025-02-23 12:00:00
2140,170,logout,2025-02-23 13:00:00
4330,482,logout,2025-02-23 15:00:00
2677,246,login,2025-02-23 16:00:00
4224,465,logout,2025-02-23 18:00:00
3870,416,login,2025-02-23 23:00:00
3133,308,purchase,2025-02-24 00:00:00
3314,334,signup,2025-02-24 01:00:00
3606,378,signup,2025-02-24 04:00:00
4081,446,logout,2025-02-24 05:00:00
3130,307,login,2025-02-24 06:00:00
2620,239,signup,2025-02-24 06:00:00
2789,262,logout,2025-02-24 07:00:00
4141,454,signup,2025-02-24 09:00:00
3484,358,login,2025-02-24 19:00:00
1016,3,login,2025-02-24 19:00:00
1270,41,purchase,2025-02-24 23:00:00
1347,55,logout,2025-02-25 02:00:00
1931,139,login,2025-02-25 04:00:00
3004,292,signup,2025-02-25 05:00:00
2701,250,purchase,2025-02-25 06:00:00
2487,217,signup,2025-02-25 07:00:00
2192,177,purchase,2025-02-25 08:00:00
2107,166,purchase,2025-02-25 11:00:00
4454,500,signup,2025-02-25 12:00:00
1778,118,purchase,2025-02-25 17:00:00
3587,374,logout,2025-02-25 19:00:00
3257,324,login,2025-02-25 20:00:00
1252,39,logout,2025-02-26 00:00:00
2296,190,login,2025-02-26 04:00:00
2930,282,signup,2025-02-26 05:00:00
1058,12,signup,2025-02-26 05:00:00
3160,312,signup,2025-02-26 10:00:00
4172,458,signup,2025-02-26 12:00:00
3518,364,signup,2025-02-26 12:00:00
3912,421,login,2025-02-26 12:00:00
2615,237,login,2025-02-26 13:00:00
2498,218,login,2025-02-26 16:00:00
3718,394,purchase,2025-02-26 17:00:00
4231,465,login,2025-02-26 19:00:00
1963,143,purchase,2025-02-26 21:00:00
2696,249,logout,2025-02-27 01:00:00
1386,60,login,2025-02-27 02:00:00
1216,35,signup,2025-02-27 03:00:00
2003,149,purchase,2025-02-27 03:00:00
1874,132,signup,2025-02-27 10:00:00
2089,163,signup,2025-02-27 12:00:00
3272,326,login,2025-02-27 12:00:00
1462,70,login,2025-02-27 13:00:00
3233,321,purchase,2025-02-27 17:00:00
2444,211,login,2025-02-27 20:00:00
3195,315,logout,2025-02-27 21:00:00
1313,50,purchase,2025-02-27 21:00:00
2446,211,login,2025-02-28 02:00:00
2385,204,logout,2025-02-28 06:00:00
3448,354,logout,2025-02-28 07:00:00
2368,201,logout,2025-02-28 07:00:00
3931,423,purchase,2025-02-28 08:00:00
3099,303,signup,2025-02-28 11:00:00
2232,183,signup,2025-02-28 12:00:00
2007,150,login,2025-02-28 18:00:00
2626,239,logout,2025-02-28 19:00:00
4073,445,purchase,2025-02-28 20:00:00
2574,231,signup,2025-03-01 01:00:00
1674,103,signup,2025-03-01 02:00:00
2420,208,purchase,2025-03-01 02:00:00
1335,54,signup,2025-03-01 03:00:00
1148,27,signup,2025-03-01 07:00:00
1603,92,logout,2025-03-01 08:00:00
3796,406,signup,2025-03-01 08:00:00
3417,348,purchase,2025-03-01 11:00:00
4176,458,login,2025-03-01 14:00:00
3327,336,login,2025-03-01 23:00:00
2176,174,purchase,2025-03-02 01:00:00
3378,342,login,2025-03-02 04:00:00
4357,485,purchase,2025-03-02 05:00:00
3609,378,login,2025-03-02 07:00:00
3707,393,logout,2025-03-02 10:00:00
2503,219,signup,2025-03-02 12:00:00
2681,246,logout,2025-03-02 18:00:00
1908,136,login,2025-03-02 19:00:00
2088,162,purchase,2025-03-02 19:00:00
3925,422,logout,2025-03-03 00:00:00
2467,213,logout,2025-03-03 01:00:00
4416,495,signup,2025-03-03 01:00:00
1799,122,login,2025-03-03 05:00:00
4154,456,signup,2025-03-03 06:00:00
1237,37,login,2025-03-03 07:00:00
1495,78,signup,2025-03-03 08:00:00
2423,209,signup,2025-03-03 08:00:00
3993,433,login,2025-03-03 10:00:00
1609,93,logout,2025-03-03 10:00:00
1112,21,login,2025-03-03 10:00:00
2587,233,signup,2025-03-03 10:00:00
1130,24,signup,2025-03-03 12:00:00
3187,314,purchase,2025-03-03 13:00:00
3653,384,login,2025-03-03 16:00:00
2660,243,purchase,2025-03-03 18:00:00
2847,270,login,2025-03-03 23:00:00
1463,70,login,2025-03-04 01:00:00
2124,168,logout,2025-03-04 03:00:00
2260,186,logout,2025-03-04 06:00:00
3898,419,login,2025-03-04 07:00:00
2490,217,logout,2025-03-04 11:00:00
4303,479,signup,2025-03-04 12:00:00
4296,478,purchase,2025-03-04 12:00:00
3960,428,purchase,2025-03-04 17:00:00
2722,253,purchase,2025-03-04 18:00:00
2954,284,purchase,2025-03-04 21:00:00
2504,219,logout,2025-03-04 21:00:00
4367,487,purchase,2025-03-04 22:00:00
4248,470,login,2025-03-05 05:00:00
3032,294,logout,2025-03-05 06:00:00
3297,331,purchase,2025-03-05 07:00:00
3381,343,signup,2025-03-05 08:00:00
2474,215,signup,2025-03-05 08:00:00
3091,302,signup,2025-03-05 08:00:00
3560,370,signup,2025-03-05 09:00:00
1840,128,signup,2025-03-05 09:00:00
2582,232,purchase,2025-03-05 11:00:00
1555,85,login,2025-03-05 13:00:00
4417,495,login,2025-03-05 13:00:00
4186,459,purchase,2025-03-05 16:00:00
1243,38,logout,2025-03-05 21:00:00
3767,400,login,2025-03-05 21:00:00
1523,81,logout,2025-03-06 00:00:00
1890,134,login,2025-03-06 05:00:00
3046,296,purchase,2025-03-06 06:00:00
3838,412,purchase,2025-03-06 07:00:00
3389,345,signup,2025-03-06 09:00:00
1412,64,signup,2025-03-06 09:00:00
2791,263,signup,2025-03-06 12:00:00
2279,188,login,2025-03-06 19:00:00
1960,142,login,2025-03-06 19:00:00
1131,24,purchase,2025-03-06 21:00:00
4053,442,purchase,2025-03-07 01:00:00
2787,262,logout,2025-03-07 02:00:00
3418,349,signup,2025-03-07 03:00:00
1750,114,logout,2025-03-07 03:00:00
4159,456,login,2025-03-07 05:00:00
4259,472,login,2025-03-07 06:00:00
1387,60,purchase,2025-03-07 06:00:00
2395,205,purchase,2025-03-07 10:00:00
1585,90,signup,2025-03-07 12:00:00
1933,139,logout,2025-03-07 12:00:00
3683,388,purchase,2025-03-07 13:00:00
3819,409,logout,2025-03-07 15:00:00
3992,433,logout,2025-03-07 22:00:00
2489,217,purchase,2025-03-07 23:00:00
1419,64,purchase,2025-03-08 03:00:00
2222,181,login,2025-03-08 04:00:00
2950,284,purchase,2025-03-08 05:00:00
2872,275,purchase,2025-03-08 06:00:00
1771,117,signup,2025-03-08 07:00:00
1277,42,purchase,2025-03-08 07:00:00
4433,497,login,2025-03-08 11:00:00
1106,21,logout,2025-03-08 11:00:00
3667,385,login,2025-03-08 11:00:00
2263,186,logout,2025-03-08 12:00:00
1652,98,logout,2025-03-08 19:00:00
4283,476,logout,2025-03-09 02:00:00
1354,56,login,2025-03-09 02:00:00
3631,382,signup,2025-03-09 03:00:00
1218,35,login,2025-03-09 03:00:00
3104,304,login,2025-03-09 04:00:00
1487,75,login,2025-03-09 06:00:00
2989,289,purchase,2025-03-09 07:00:00
3306,333,logout,2025-03-09 08:00:00
2804,266,signup,2025-03-09 10:00:00
2138,170,purchase,2025-03-09 11:00:00
4052,442,purchase,2025-03-09 16:00:00
2331,197,signup,2025-03-10 02:00:00
1521,81,purchase,2025-03-10 02:00:00
4297,478,login,2025-03-10 03:00:00
2206,180,signup,2025-03-10 03:00:00
2019,152,signup,2025-03-10 04:00:00
4281,476,purchase,2025-03-10 07:00:00
1601,92,logout,2025-03-10 08:00:00
2775,260,logout,2025-03-10 09:00:00
1484,74,purchase,2025-03-10 12:00:00
2407,206,purchase,2025-03-10 12:00:00
3243,322,login,2025-03-10 13:00:00
2790,262,login,2025-03-10 13:00:00
1017,3,purchase,2025-03-10 14:00:00
3074,300,logout,2025-03-10 15:00:00
3601,376,logout,2025-03-10 21:00:00
1914,136,login,2025-03-10 22:00:00
2576,231,login,2025-03-11 01:00:00
2511,220,signup,2025-03-11 04:00:00
1757,115,login,2025-03-11 04:00:00
1483,74,logout,2025-03-11 04:00:00
1809,124,login,2025-03-11 07:00:00
1372,58,signup,2025-03-11 07:00:00
1665,101,signup,2025-03-11 12:00:00
2247,184,logout,2025-03-11 17:00:00
1509,80,logout,2025-03-11 17:00:00
3563,370,purchase,2025-03-11 17:00:00
2106,166,logout,2025-03-11 21:00:00
3188,314,login,2025-03-11 21:00:00
4375,488,logout,2025-03-12 00:00:00
1864,130,login,2025-03-12 01:00:00
2257,185,purchase,2025-03-12 02:00:00
4284,477,signup,2025-03-12 03:00:00
3009,292,login,2025-03-12 08:00:00
3027,294,login,2025-03-12 09:00:00
2125,169,signup,2025-03-12 11:00:00
3555,369,purchase,2025-03-12 11:00:00
1557,86,signup,2025-03-12 12:00:00
3078,300,logout,2025-03-12 17:00:00
1350,55,login,2025-03-12 17:00:00
3783,404,purchase,2025-03-13 00:00:00
1739,113,signup,2025-03-13 01:00:00
3531,366,purchase,2025-03-13 02:00:00
2139,170,purchase,2025-03-13 03:00:00
4104,449,signup,2025-03-13 03:00:00
1413,64,logout,2025-03-13 04:00:00
1538,83,purchase,2025-03-13 06:00:00
3489,360,signup,2025-03-13 07:00:00
2154,172,logout,2025-03-13 09:00:00
3672,387,signup,2025-03-13 10:00:00
4390,490,signup,2025-03-13 10:00:00
2004,149,login,2025-03-13 10:00:00
2063,158,logout,2025-03-13 11:00:00
1821,125,logout,2025-03-13 14:00:00
3164,312,logout,2025-03-13 15:00:00
3309,333,purchase,2025-03-13 17:00:00
3557,369,logout,2025-03-13 18:00:00
4254,471,login,2025-03-13 20:00:00
3002,291,logout,2025-03-13 22:00:00
3719,394,login,2025-03-14 05:00:00
3760,399,signup,2025-03-14 05:00:00
1945,140,purchase,2025-03-14 06:00:00
2220,181,login,2025-03-14 06:00:00
4031,439,signup,2025-03-14 11:00:00
3580,373,logout,2025-03-14 11:00:00
4289,477,purchase,2025-03-14 12:00:00
2445,211,purchase,2025-03-14 14:00:00
3633,382,logout,2025-03-14 20:00:00
1784,119,logout,2025-03-14 20:00:00
3769,401,signup,2025-03-15 01:00:00
2015,150,logout,2025-03-15 02:00:00
1032,6,purchase,2025-03-15 04:00:00
4253,471,login,2025-03-15 06:00:00
1746,113,purchase,2025-03-15 07:00:00
4197,462,signup,2025-03-15 07:00:00
1061,13,signup,2025-03-15 09:00:00
1476,73,signup,2025-03-15 09:00:00
2242,184,login,2025-03-15 12:00:00
2108,166,login,2025-03-15 13:00:00
1594,91,login,2025-03-15 13:00:00
1965,143,purchase,2025-03-15 14:00:00
4168,457,logout,2025-03-15 14:00:00
1581,89,login,2025-03-15 18:00:00
2807,266,purchase,2025-03-15 19:00:00
1522,81,logout,2025-03-15 22:00:00
3347,338,purchase,2025-03-16 03:00:00
3481,358,login,2025-03-16 05:00:00
3120,306,login,2025-03-16 05:00:00
2690,248,signup,2025-03-16 06:00:00
3808,408,signup,2025-03-16 06:00:00
1841,128,purchase,2025-03-16 07:00:00
4026,438,purchase,2025-03-16 07:00:00
1983,146,purchase,2025-03-16 13:00:00
3399,346,purchase,2025-03-16 13:00:00
1993,148,purchase,2025-03-16 13:00:00
2429,209,login,2025-03-16 14:00:00
3430,350,logout,2025-03-16 17:00:00
3086,301,login,2025-03-16 19:00:00
1862,130,purchase,2025-03-16 20:00:00
2092,163,login,2025-03-16 21:00:00
3932,424,signup,2025-03-17 01:00:00
1180,30,login,2025-03-17 02:00:00
4181,458,login,2025-03-17 03:00:00
4298,478,logout,2025-03-17 04:00:00
3952,426,logout,2025-03-17 04:00:00
2858,272,signup,2025-03-17 04:00:00
1158,28,signup,2025-03-17 06:00:00
3814,408,login,2025-03-17 07:00:00
1525,81,logout,2025-03-17 08:00:00
1280,43,purchase,2025-03-17 08:00:00
4370,487,logout,2025-03-17 09:00:00
3062,299,signup,2025-03-17 10:00:00
2093,164,signup,2025-03-17 11:00:00
2343,198,purchase,2025-03-17 12:00:00
1515,80,purchase,2025-03-17 20:00:00
2098,164,purchase,2025-03-17 23:00:00
3213,319,signup,2025-03-18 02:00:00
1951,141,logout,2025-03-18 05:00:00
1595,91,purchase,2025-03-18 05:00:00
3179,313,login,2025-03-18 08:00:00
3965,429,purchase,2025-03-18 09:00:00
1672,102,login,2025-03-18 09:00:00
2621,239,logout,2025-03-18 09:00:00
3549,368,login,2025-03-18 10:00:00
4350,484,purchase,2025-03-18 10:00:00
2630,240,signup,2025-03-18 10:00:00
1393,61,logout,2025-03-18 13:00:00
3720,394,login,2025-03-18 14:00:00
4189,460,login,2025-03-18 14:00:00
3441,353,login,2025-03-18 20:00:00
2521,221,login,2025-03-18 22:00:00
3267,326,logout,2025-03-19 00:00:00
3159,311,login,2025-03-19 01:00:00
2491,217,logout,2025-03-19 01:00:00
2323,196,signup,2025-03-19 01:00:00
2328,196,logout,2025-03-19 03:00:00
4260,473,signup,2025-03-19 09:00:00
1712,109,signup,2025-03-19 11:00:00
3308,333,logout,2025-03-19 13:00:00
3867,416,login,2025-03-19 18:00:00
3561,370,logout,2025-03-19 20:00:00
3511,362,logout,2025-03-19 20:00:00
4437,497,logout,2025-03-19 20:00:00
1193,31,logout,2025-03-19 21:00:00
1248,38,logout,2025-03-19 21:00:00
2796,263,logout,2025-03-20 01:00:00
4077,445,purchase,2025-03-20 01:00:00
2236,183,purchase,2025-03-20 03:00:00
2884,277,purchase,2025-03-20 03:00:00
2410,207,signup,2025-03-20 05:00:00
3396,346,purchase,2025-03-20 05:00:00
2357,200,purchase,2025-03-20 05:00:00
2800,265,signup,2025-03-20 06:00:00
1895,135,purchase,2025-03-20 07:00:00
3333,337,signup,2025-03-20 07:00:00
3082,300,logout,2025-03-20 08:00:00
3603,377,signup,2025-03-20 09:00:00
4355,485,purchase,2025-03-20 09:00:00
4203,462,login,2025-03-20 10:00:00
3530,366,logout,2025-03-20 10:00:00
1762,116,signup,2025-03-20 11:00:00
2863,273,login,2025-03-20 13:00:00
1232,37,purchase,2025-03-20 15:00:00
3575,373,login,2025-03-20 16:00:00
3788,404,login,2025-03-20 17:00:00
2324,196,purchase,2025-03-20 18:00:00
3777,403,purchase,2025-03-20 19:00:00
3911,421,logout,2025-03-20 22:00:00
4333,482,purchase,2025-03-20 23:00:00
3330,336,login,2025-03-21 00:00:00
2136,170,logout,2025-03-21 02:00:00
1399,62,signup,2025-03-21 08:00:00
2223,181,logout,2025-03-21 08:00:00
3971,430,signup,2025-03-21 09:00:00
2641,241,signup,2025-03-21 11:00:00
3802,407,signup,2025-03-21 12:00:00
4235,466,purchase,2025-03-21 12:00:00
1030,5,logout,2025-03-21 14:00:00
1904,135,purchase,2025-03-21 15:00:00
4266,474,purchase,2025-03-21 15:00:00
1197,31,purchase,2025-03-21 15:00:00
3920,422,logout,2025-03-21 15:00:00
3999,433,purchase,2025-03-21 18:00:00
2981,288,logout,2025-03-21 19:00:00
4085,446,logout,2025-03-22 01:00:00
3404,347,logout,2025-03-22 03:00:00
1322,51,login,2025-03-22 04:00:00
1946,140,logout,2025-03-22 05:00:00
4431,497,login,2025-03-22 05:00:00
3011,293,signup,2025-03-22 08:00:00
2020,152,login,2025-03-22 09:00:00
3853,414,logout,2025-03-22 11:00:00
4084,446,purchase,2025-03-22 13:00:00
2647,241,login,2025-03-22 15:00:00
1861,130,login,2025-03-22 17:00:00
2047,156,purchase,2025-03-22 19:00:00
2553,227,logout,2025-03-22 19:00:00
3123,306,purchase,2025-03-22 21:00:00
1599,92,logout,2025-03-22 22:00:00
4042,441,purchase,2025-03-23 05:00:00
1481,73,purchase,2025-03-23 06:00:00
2087,162,login,2025-03-23 07:00:00
1339,54,login,2025-03-23 08:00:00
1619,95,logout,2025-03-23 10:00:00
1829,127,signup,2025-03-23 10:00:00
1773,117,login,2025-03-23 11:00:00
2813,266,login,2025-03-23 15:00:00
2128,169,logout,2025-03-23 17:00:00
1986,147,logout,2025-03-23 17:00:00
3346,338,logout,2025-03-23 18:00:00
3933,424,logout,2025-03-23 19:00:00
3419,349,login,2025-03-23 20:00:00
4252,471,logout,2025-03-23 22:00:00
4220,464,login,2025-03-23 23:00:00
1567,87,signup,2025-03-24 01:00:00
2527,223,signup,2025-03-24 02:00:00
2284,189,signup,2025-03-24 05:00:00
2298,191,signup,2025-03-24 06:00:00
1359,56,purchase,2025-03-24 06:00:00
3590,374,login,2025-03-24 06:00:00
1624,96,signup,2025-03-24 07:00:00
1008,2,purchase,2025-03-24 08:00:00
3420,349,purchase,2025-03-24 08:00:00
3246,323,signup,2025-03-24 11:00:00
2246,184,login,2025-03-24 12:00:00
3402,347,login,2025-03-24 12:00:00
1738,112,purchase,2025-03-24 13:00:00
3217,319,login,2025-03-24 15:00:00
3353,339,logout,2025-03-24 18:00:00
2839,269,logout,2025-03-24 19:00:00
4024,438,login,2025-03-24 20:00:00
4406,493,signup,2025-03-25 02:00:00
3033,295,signup,2025-03-25 02:00:00
4140,453,login,2025-03-25 02:00:00
1693,106,signup,2025-03-25 03:00:00
2935,282,purchase,2025-03-25 03:00:00
1724,111,login,2025-03-25 05:00:00
1472,72,logout,2025-03-25 08:00:00
1924,137,logout,2025-03-25 10:00:00
1327,52,logout,2025-03-25 11:00:00
4226,465,logout,2025-03-25 14:00:00
1345,55,purchase,2025-03-25 16:00:00
1663,100,purchase,2025-03-25 21:00:00
1765,116,login,2025-03-25 22:00:00
1281,43,login,2025-03-25 23:00:00
3469,357,signup,2025-03-26 02:00:00
1466,71,signup,2025-03-26 02:00:00
2698,250,logout,2025-03-26 02:00:00
3716,394,purchase,2025-03-26 02:00:00
2824,268,signup,2025-03-26 07:00:00
1370,57,purchase,2025-03-26 07:00:00
3222,319,login,2025-03-26 10:00:00
2978,288,logout,2025-03-26 12:00:00
3823,410,signup,2025-03-26 12:00:00
3435,352,logout,2025-03-26 14:00:00
2610,236,logout,2025-03-26 19:00:00
3108,305,purchase,2025-03-26 19:00:00
1392,61,purchase,2025-03-26 20:00:00
1035,7,login,2025-03-26 22:00:00
2275,188,logout,2025-03-27 01:00:00
1634,96,logout,2025-03-27 03:00:00
1124,23,signup,2025-03-27 04:00:00
2040,155,purchase,2025-03-27 07:00:00
2595,234,signup,2025-03-27 08:00:00
3356,340,signup,2025-03-27 09:00:00
2552,227,logout,2025-03-27 09:00:00
2885,277,purchase,2025-03-27 11:00:00
1405,62,login,2025-03-27 11:00:00
2141,170,login,2025-03-27 12:00:00
3245,322,logout,2025-03-27 17:00:00
1298,46,login,2025-03-27 19:00:00
2958,285,purchase,2025-03-28 01:00:00
1971,144,signup,2025-03-28 01:00:00
3500,361,signup,2025-03-28 01:00:00
1436,67,signup,2025-03-28 02:00:00
3300,331,purchase,2025-03-28 05:00:00
3967,429,purchase,2025-03-28 05:00:00
1918,137,purchase,2025-03-28 06:00:00
3733,396,logout,2025-03-28 10:00:00
3184,314,purchase,2025-03-28 10:00:00
3614,379,purchase,2025-03-28 11:00:00
3615,379,purchase,2025-03-28 19:00:00
2399,205,logout,2025-03-28 20:00:00
3794,405,login,2025-03-28 20:00:00
1062,13,login,2025-03-28 22:00:00
2363,200,purchase,2025-03-29 00:00:00
3900,420,signup,2025-03-29 01:00:00
4439,497,logout,2025-03-29 01:00:00
4062,444,signup,2025-03-29 02:00:00
1935,139,purchase,2025-03-29 03:00:00
1111,21,login,2025-03-29 03:00:00
2499,218,purchase,2025-03-29 05:00:00
3109,305,purchase,2025-03-29 06:00:00
1527,82,signup,2025-03-29 06:00:00
2371,202,signup,2025-03-29 07:00:00
3750,398,signup,2025-03-29 10:00:00
3520,364,logout,2025-03-29 10:00:00
2083,161,purchase,2025-03-29 10:00:00
4127,452,purchase,2025-03-29 12:00:00
1628,96,purchase,2025-03-29 12:00:00
2838,269,logout,2025-03-29 13:00:00
1833,127,login,2025-03-29 15:00:00
2123,168,logout,2025-03-29 15:00:00
2476,215,logout,2025-03-29 16:00:00
1974,144,login,2025-03-29 17:00:00
1334,53,purchase,2025-03-29 17:00:00
2039,155,logout,2025-03-29 17:00:00
1157,27,purchase,2025-03-29 19:00:00
4305,479,logout,2025-03-29 21:00:00
2933,282,purchase,2025-03-29 22:00:00
3833,411,logout,2025-03-29 23:00:00
2941,283,signup,2025-03-30 02:00:00
4055,443,signup,2025-03-30 02:00:00
2937,282,purchase,2025-03-30 02:00:00
4309,480,signup,2025-03-30 04:00:00
3842,413,signup,2025-03-30 05:00:00
4123,451,purchase,2025-03-30 06:00:00
2540,226,signup,2025-03-30 07:00:00
3006,292,login,2025-03-30 10:00:00
1631,96,login,2025-03-30 10:00:00
2537,225,login,2025-03-30 11:00:00
2836,269,login,2025-03-30 13:00:00
1128,23,logout,2025-03-30 17:00:00
2834,268,login,2025-03-30 19:00:00
3736,396,login,2025-03-30 20:00:00
1715,109,purchase,2025-03-30 20:00:00
2492,217,login,2025-03-30 23:00:00
1896,135,logout,2025-03-30 23:00:00
4155,456,logout,2025-03-31 01:00:00
3936,425,signup,2025-03-31 01:00:00
4145,455,signup,2025-03-31 02:00:00
2814,267,signup,2025-03-31 03:00:00
4447,499,login,2025-03-31 04:00:00
2734,254,logout,2025-03-31 04:00:00
3456,355,logout,2025-03-31 05:00:00
1267,41,logout,2025-03-31 06:00:00
2780,261,logout,2025-03-31 07:00:00
4206,463,signup,2025-03-31 07:00:00
1415,64,login,2025-03-31 08:00:00
1107,21,logout,2025-03-31 09:00:00
1996,148,purchase,2025-03-31 10:00:00
1687,105,logout,2025-03-31 10:00:00
3208,318,logout,2025-03-31 10:00:00
1847,129,signup,2025-03-31 11:00:00
4250,470,purchase,2025-03-31 13:00:00
4086,446,purchase,2025-03-31 15:00:00
4133,452,purchase,2025-03-31 17:00:00
